record_id,category,token,lemma,pos,tag,dependency,head
10045,Category 1: Risk,sick,sick,ADJ,JJ,amod,in
10045,Category 1: Risk,tries,try,VERB,VBZ,conj,phones
10045,Category 1: Risk,excuses,excuse,NOUN,NNS,dobj,make
10045,Category 1: Risk,leave,leave,VERB,VB,acl,excuses
10045,Category 1: Risk,early,early,ADV,RB,advmod,leave
10045,Category 1: Risk,Douglas,douglas,PROPN,NNP,nsubj,had
10045,Category 1: Risk,good,good,ADJ,JJ,amod,feedback
10045,Category 1: Risk,feedback,feedback,NOUN,NN,dobj,had
10045,Category 1: Risk,immediate,immediate,ADJ,JJ,amod,superior
10045,Category 1: Risk,superior,superior,NOUN,NN,pobj,from
10045,Category 1: Risk,quality,quality,NOUN,NN,pobj,about
10045,Category 1: Risk,work,work,NOUN,NN,pobj,of
10045,Category 1: Risk,lacks,lack,VERB,VBZ,ROOT,lacks
10045,Category 1: Risk,concentration,concentration,NOUN,NN,dobj,lacks
10045,Category 1: Risk,seen,see,VERB,VBN,conj,lacks
10045,Category 1: Risk,daydreaming,daydream,VERB,VBG,xcomp,seen
10045,Category 1: Risk,short,short,ADJ,JJ,amod,In
10045,Category 1: Risk,Douglas,douglas,PROPN,NNP,compound,Henry
10045,Category 1: Risk,Henry,henry,PROPN,NNP,nsubj,is
10045,Category 1: Risk,good,good,ADJ,JJ,amod,employee
10045,Category 1: Risk,employee,employee,NOUN,NN,attr,is
10045,Category 1: Risk,company,company,NOUN,NN,pobj,for
10045,Category 1: Risk,let,let,VERB,VBN,conj,is
10045,Category 1: Risk,soon,soon,ADV,RB,advmod,go
10045,Category 1: Risk,possible,possible,ADJ,JJ,amod,as
10044,Category 1: Risk,Douglas,douglas,PROPN,NNP,nsubj,has
10044,Category 1: Risk,lot,lot,NOUN,NN,dobj,has
10044,Category 1: Risk,work,work,VERB,VB,relcl,lot
10044,Category 1: Risk,areas,area,NOUN,NNS,nsubj,grow
10044,Category 1: Risk,grow,grow,VERB,VB,conj,has
10044,Category 1: Risk,work,work,NOUN,NN,pobj,at
10044,Category 1: Risk,lacks,lack,VERB,VBZ,ROOT,lacks
10044,Category 1: Risk,drive,drive,NOUN,NN,dobj,lacks
10044,Category 1: Risk,accomplish,accomplish,VERB,VB,advcl,lacks
10044,Category 1: Risk,task,task,NOUN,NN,dobj,accomplish
10044,Category 1: Risk,sound,sound,ADJ,JJ,amod,quality
10044,Category 1: Risk,quality,quality,NOUN,NN,pobj,with
10044,Category 1: Risk,comes,come,VERB,VBZ,ROOT,comes
10044,Category 1: Risk,work,work,VERB,VB,pobj,to
10044,Category 1: Risk,apathetic,apathetic,ADJ,JJ,amod,attitude
10044,Category 1: Risk,attitude,attitude,NOUN,NN,pobj,with
10044,Category 1: Risk,applies,apply,VERB,VBZ,conj,comes
10044,Category 1: Risk,daily,daily,ADJ,JJ,amod,tasks
10044,Category 1: Risk,tasks,task,NOUN,NNS,pobj,to
10044,Category 1: Risk,lack,lack,NOUN,NN,pobj,Due
10044,Category 1: Risk,initiative,initiative,NOUN,NN,pobj,of
10044,Category 1: Risk,think,think,VERB,VB,ROOT,think
10044,Category 1: Risk,future,future,NOUN,NN,pobj,of
10044,Category 1: Risk,company,company,NOUN,NN,pobj,with
10005,Category 1: Risk,Freddie,freddie,PROPN,NNP,nsubj,is
10005,Category 1: Risk,nice,nice,ADJ,JJ,amod,guy
10005,Category 1: Risk,guy,guy,NOUN,NN,attr,is
10005,Category 1: Risk,performance,performance,NOUN,NN,nsubj,are
10005,Category 1: Risk,potential,potential,ADJ,JJ,amod,levels
10005,Category 1: Risk,levels,level,NOUN,NNS,conj,performance
10005,Category 1: Risk,ver,ver,VERB,VBG,conj,is
10005,Category 1: Risk,poor,poor,ADJ,JJ,oprd,ver
10005,Category 1: Risk,seeing,see,VERB,VBG,ROOT,seeing
10005,Category 1: Risk,motivation,motivation,NOUN,NN,dobj,seeing
10005,Category 1: Risk,perform,perform,VERB,VB,relcl,motivation
10005,Category 1: Risk,seeing,see,VERB,VBG,conj,seeing
10005,Category 1: Risk,potential,potential,NOUN,NN,dobj,seeing
10005,Category 1: Risk,want,want,VERB,VB,acl,potential
10005,Category 1: Risk,perform,perform,VERB,VB,xcomp,want
10005,Category 1: Risk,think,think,VERB,VBP,ROOT,think
10005,Category 1: Risk,risky,risky,ADJ,JJ,acomp,be
10005,Category 1: Risk,team,team,NOUN,NN,pobj,for
10005,Category 1: Risk,time,time,NOUN,NN,pobj,at
10005,Category 1: Risk,saw,see,VERB,VBD,advcl,say
10005,Category 1: Risk,potential,potential,ADJ,JJ,dobj,saw
10005,Category 1: Risk,let,let,VERB,VB,xcomp,say
10005,Category 1: Risk,long,long,ADJ,JJ,amod,run
10005,Category 1: Risk,run,run,NOUN,NN,pobj,in
10005,Category 1: Risk,seeing,see,VERB,VBG,ROOT,seeing
10005,Category 1: Risk,motivation,motivation,NOUN,NN,dobj,seeing
10005,Category 1: Risk,positivity,positivity,NOUN,NN,conj,motivation
10005,Category 1: Risk,time,time,NOUN,NN,pobj,at
10004,Category 1: Risk,Freddie,freddie,PROPN,NNP,nsubj,been
10004,Category 1: Risk,disappointing,disappointing,ADJ,JJ,acomp,been
10004,Category 1: Risk,quarter,quarter,NOUN,NN,npadvmod,been
10004,Category 1: Risk,understatement,understatement,NOUN,NN,attr,being
10004,Category 1: Risk,team,team,NOUN,NN,nsubjpass,flooded
10004,Category 1: Risk,flooded,flood,VERB,VBN,advcl,taken
10004,Category 1: Risk,phone,phone,NOUN,NN,compound,calls
10004,Category 1: Risk,calls,call,NOUN,NNS,pobj,with
10004,Category 1: Risk,ongoing,ongoing,ADJ,JJ,amod,pandemic
10004,Category 1: Risk,pandemic,pandemic,NOUN,NN,pobj,to
10004,Category 1: Risk,taken,take,VERB,VBN,ROOT,taken
10004,Category 1: Risk,unplanned,unplanned,ADJ,JJ,amod,leaves
10004,Category 1: Risk,leaves,leaf,NOUN,NNS,dobj,taken
10004,Category 1: Risk,citing,cite,VERB,VBG,acl,leaves
10004,Category 1: Risk,personal,personal,ADJ,JJ,amod,emergency
10004,Category 1: Risk,emergency,emergency,NOUN,NN,dobj,citing
10004,Category 1: Risk,turned,turn,VERB,VBD,relcl,emergency
10004,Category 1: Risk,blatant,blatant,ADJ,JJ,amod,lie
10004,Category 1: Risk,lie,lie,NOUN,NN,attr,be
10004,Category 1: Risk,according,accord,VERB,VBG,prep,turned
10004,Category 1: Risk,social,social,ADJ,JJ,amod,accounts
10004,Category 1: Risk,media,media,NOUN,NN,compound,accounts
10004,Category 1: Risk,accounts,account,NOUN,NNS,pobj,to
10004,Category 1: Risk,Work,work,NOUN,NN,compound,wise
10004,Category 1: Risk,wise,wise,ADV,RB,advmod,is
10004,Category 1: Risk,output,output,NOUN,NN,nsubj,is
10004,Category 1: Risk,alarmingly,alarmingly,ADV,RB,advmod,is
10004,Category 1: Risk,lower,low,ADJ,JJR,acomp,is
10004,Category 1: Risk,worst,bad,ADJ,JJS,amod,performer
10004,Category 1: Risk,performer,performer,NOUN,NN,pobj,than
10004,Category 1: Risk,team,team,NOUN,NN,pobj,in
10004,Category 1: Risk,Freddie,freddie,PROPN,NNP,nsubj,redeem
10004,Category 1: Risk,redeem,redeem,VERB,VB,ROOT,redeem
10004,Category 1: Risk,swiftly,swiftly,ADV,RB,advmod,redeem
10004,Category 1: Risk,continue,continue,VERB,VB,xcomp,as
10004,Category 1: Risk,team,team,NOUN,NN,pobj,in
326,Category 1: Risk,helpful,helpful,ADJ,JJ,acomp,is
326,Category 1: Risk,Dylan,dylan,PROPN,NNP,nsubj,is
326,Category 1: Risk,teamplayer,teamplayer,NOUN,NN,attr,is
326,Category 1: Risk,incorporate,incorporate,VERB,VB,ROOT,incorporate
326,Category 1: Risk,feedback,feedback,NOUN,NN,dobj,incorporate
326,Category 1: Risk,reliable,reliable,ADJ,JJ,acomp,is
326,Category 1: Risk,time,time,NOUN,NN,pobj,of
326,Category 1: Risk,better,well,ADJ,JJR,acomp,be
326,Category 1: Risk,listened,listen,VERB,VBD,advcl,be
326,Category 1: Risk,feedback,feedback,VERB,VB,xcomp,listened
326,Category 1: Risk,cooperated,cooperate,VERB,VBD,conj,listened
285,Category 1: Risk,Isobel,isobel,PROPN,NNP,compound,Foster
285,Category 1: Risk,Foster,foster,PROPN,NNP,ROOT,Foster
285,Category 1: Risk,player,player,NOUN,NN,nsubj,have
285,Category 1: Risk,Easily,easily,ADV,RB,advmod,one
285,Category 1: Risk,worse,bad,ADJ,JJR,amod,player
285,Category 1: Risk,player,player,NOUN,NN,pobj,of
285,Category 1: Risk,coached,coach,VERB,VBN,relcl,player
285,Category 1: Risk,effort,effort,NOUN,NN,dobj,give
285,Category 1: Risk,defense,defense,NOUN,NN,compound,end
285,Category 1: Risk,end,end,NOUN,NN,pobj,on
285,Category 1: Risk,opposing,oppose,VERB,VBG,amod,players
285,Category 1: Risk,players,player,NOUN,NNS,nsubj,exploit
285,Category 1: Risk,exploit,exploit,VERB,VB,acl,effort
285,Category 1: Risk,easy,easy,ADJ,JJ,amod,buckets
285,Category 1: Risk,buckets,bucket,NOUN,NNS,dobj,get
285,Category 1: Risk,team,team,NOUN,NN,nsubj,falls
285,Category 1: Risk,falls,fall,VERB,VBZ,advcl,gives
285,Category 1: Risk,double,double,ADJ,JJ,amod,digits
285,Category 1: Risk,digits,digit,NOUN,NNS,pobj,into
285,Category 1: Risk,gives,give,VERB,VBZ,ROOT,gives
285,Category 1: Risk,easily,easily,ADV,RB,advmod,gives
285,Category 1: Risk,puts,put,VERB,VBZ,conj,gives
285,Category 1: Risk,effort,effort,NOUN,NN,dobj,puts
285,Category 1: Risk,game,game,NOUN,NN,pobj,into
285,Category 1: Risk,offense,offense,NOUN,NN,nsubjpass,refined
285,Category 1: Risk,refined,refine,VERB,VBN,advcl,dictates
285,Category 1: Risk,decent,decent,ADJ,JJ,amod,scorer
285,Category 1: Risk,scorer,scorer,NOUN,NN,attr,be
285,Category 1: Risk,defensive,defensive,ADJ,JJ,amod,end
285,Category 1: Risk,end,end,NOUN,NN,nsubj,dictates
285,Category 1: Risk,dictates,dictate,VERB,VBZ,ROOT,dictates
285,Category 1: Risk,effort,effort,NOUN,NN,dobj,dictates
285,Category 1: Risk,game,game,NOUN,NN,pobj,into
285,Category 1: Risk,option,option,NOUN,NN,attr,be
285,Category 1: Risk,scoring,score,VERB,VBG,pcomp,for
285,Category 1: Risk,lead,lead,NOUN,NN,nsubj,is
285,Category 1: Risk,higher,high,ADJ,JJR,acomp,is
285,Category 1: Risk,expect,expect,VERB,VB,conj,is
285,Category 1: Risk,greater,great,ADJ,JJR,acomp,be
264,Category 1: Risk,Thorn,thorn,PROPN,NNP,nsubj,is
264,Category 1: Risk,somewhat,somewhat,ADV,RB,advmod,over
264,Category 1: Risk,head,head,NOUN,NN,pobj,over
264,Category 1: Risk,typically,typically,ADV,RB,advmod,is
264,Category 1: Risk,unable,unable,ADJ,JJ,acomp,is
264,Category 1: Risk,perform,perform,VERB,VB,xcomp,unable
264,Category 1: Risk,essential,essential,ADJ,JJ,amod,functions
264,Category 1: Risk,functions,function,NOUN,NNS,dobj,perform
264,Category 1: Risk,job,job,NOUN,NN,pobj,of
264,Category 1: Risk,said,say,VERB,VBD,ROOT,said
264,Category 1: Risk,shown,show,VERB,VBN,ccomp,said
264,Category 1: Risk,willingness,willingness,NOUN,NN,dobj,shown
264,Category 1: Risk,learn,learn,VERB,VB,acl,willingness
264,Category 1: Risk,probably,probably,ADV,RB,advmod,be
264,Category 1: Risk,worth,worth,ADJ,JJ,acomp,be
264,Category 1: Risk,organization,organization,NOUN,NN,pobj,to
264,Category 1: Risk,provide,provide,VERB,VB,xcomp,worth
264,Category 1: Risk,additional,additional,ADJ,JJ,amod,support
264,Category 1: Risk,support,support,NOUN,NN,pobj,with
264,Category 1: Risk,evaluate,evaluate,VERB,VB,conj,provide
264,Category 1: Risk,improve,improve,VERB,VB,ccomp,see
264,Category 1: Risk,performance,performance,NOUN,NN,dobj,improve
158,Category 1: Risk,Joel,joel,PROPN,NNP,compound,Well
158,Category 1: Risk,performance,performance,NOUN,NN,nsubj,is
158,Category 1: Risk,want,want,VERB,VBP,ccomp,is
158,Category 1: Risk,work,work,NOUN,NN,nsubj,is
158,Category 1: Risk,standard,standard,NOUN,NN,pobj,to
158,Category 1: Risk,works,work,VERB,VBZ,ROOT,works
158,Category 1: Risk,slowly,slowly,ADV,RB,advmod,works
158,Category 1: Risk,work,work,VERB,VB,conj,works
158,Category 1: Risk,team,team,NOUN,NN,pobj,with
158,Category 1: Risk,communication,communication,NOUN,NN,nsubj,is
158,Category 1: Risk,lacking,lack,VERB,VBG,ROOT,lacking
155,Category 1: Risk,attitude,attitude,NOUN,NN,dobj,has
155,Category 1: Risk,told,tell,VERB,VBN,relcl,attitude
155,Category 1: Risk,expected,expect,VERB,VBN,ROOT,expected
155,Category 1: Risk,implied,imply,VERB,VBN,amod,something
155,Category 1: Risk,specifically,specifically,ADV,RB,advmod,told
155,Category 1: Risk,told,tell,VERB,VBN,conj,do
155,Category 1: Risk,repeated,repeat,VERB,VBN,amod,instructions
155,Category 1: Risk,instructions,instruction,NOUN,NNS,pobj,after
155,Category 1: Risk,missing,miss,VERB,VBG,advcl,lags
155,Category 1: Risk,implied,imply,VERB,VBN,conj,missing
155,Category 1: Risk,specifically,specifically,ADV,RB,advmod,told
155,Category 1: Risk,told,tell,VERB,VBN,dep,missing
155,Category 1: Risk,lags,lag,VERB,VBZ,ROOT,lags
155,Category 1: Risk,understanding,understanding,NOUN,NN,dobj,lags
155,Category 1: Risk,capacity,capacity,NOUN,NN,ROOT,capacity
155,Category 1: Risk,think,think,VERB,VB,acl,capacity
155,Category 1: Risk,beyong,beyong,PROPN,NNP,dobj,think
155,Category 1: Risk,specification,specification,NOUN,NN,nsubj,lags
155,Category 1: Risk,lags,lag,VERB,VBZ,ccomp,think
155,Category 1: Risk,development,development,NOUN,NN,dobj,lags
153,Category 1: Risk,Amy,amy,PROPN,NNP,compound,John
153,Category 1: Risk,John,john,PROPN,NNP,nsubj,is
153,Category 1: Risk,mediocre,mediocre,ADJ,JJ,amod,worker
153,Category 1: Risk,worker,worker,NOUN,NN,attr,is
153,Category 1: Risk,try,try,VERB,VB,ROOT,try
153,Category 1: Risk,asked,ask,VERB,VBN,pcomp,beyond
153,Category 1: Risk,minimum,minimum,NOUN,NN,dobj,does
153,Category 1: Risk,tasks,task,NOUN,NNS,pobj,of
153,Category 1: Risk,asked,ask,VERB,VBN,acl,tasks
153,Category 1: Risk,volunteer,volunteer,VERB,VB,ROOT,volunteer
153,Category 1: Risk,tasks,task,NOUN,NNS,dobj,take
153,Category 1: Risk,work,work,VERB,VB,ROOT,work
153,Category 1: Risk,team,team,NOUN,NN,pobj,with
153,Category 1: Risk,work,work,NOUN,NN,nsubj,is
153,Category 1: Risk,standard,standard,NOUN,NN,pobj,at
153,Category 1: Risk,expect,expect,VERB,VBP,relcl,standard
87,Category 1: Risk,friend,friend,NOUN,NN,nsubj,deepen
87,Category 1: Risk,deepen,deepen,VERB,VBP,advcl,find
87,Category 1: Risk,graduated,graduate,VERB,VBN,advcl,deepen
87,Category 1: Risk,college,college,NOUN,NN,pobj,from
87,Category 1: Risk,find,find,VERB,VB,ROOT,find
87,Category 1: Risk,suitable,suitable,ADJ,JJ,amod,job
87,Category 1: Risk,job,job,NOUN,NN,dobj,find
87,Category 1: Risk,concentrated,concentrate,VERB,VBN,ROOT,concentrated
87,Category 1: Risk,subject,subject,NOUN,NN,pobj,on
87,Category 1: Risk,studying,study,VERB,VBG,advcl,concentrated
87,Category 1: Risk,college,college,NOUN,NN,pobj,in
87,Category 1: Risk,attend,attend,VERB,VB,ROOT,attend
87,Category 1: Risk,campus,campus,NOUN,NN,compound,interview
87,Category 1: Risk,interview,interview,NOUN,NN,dobj,attend
87,Category 1: Risk,held,hold,VERB,VBN,acl,interview
87,Category 1: Risk,college,college,NOUN,NN,pobj,at
87,Category 1: Risk,laziness,laziness,NOUN,NN,pobj,by
87,Category 1: Risk,difficult,difficult,ADJ,JJ,acomp,was
87,Category 1: Risk,perfect,perfect,ADJ,JJ,amod,job
87,Category 1: Risk,job,job,NOUN,NN,dobj,get
87,Category 1: Risk,sad,sad,ADJ,JJ,acomp,is
87,Category 1: Risk,hear,hear,VERB,VB,xcomp,is
87,Category 1: Risk,currently,currently,ADV,RB,advmod,struggling
87,Category 1: Risk,struggling,struggle,VERB,VBG,ccomp,hear
87,Category 1: Risk,find,find,VERB,VB,xcomp,struggling
87,Category 1: Risk,suitable,suitable,ADJ,JJ,amod,job
87,Category 1: Risk,job,job,NOUN,NN,dobj,find
87,Category 1: Risk,relevant,relevant,ADJ,JJ,amod,job
87,Category 1: Risk,studies,study,NOUN,NNS,pobj,to
85,Category 1: Risk,Broderick,broderick,PROPN,NNP,compound,Hays
85,Category 1: Risk,Hays,hays,PROPN,NNP,nsubj,is
85,Category 1: Risk,late,late,ADJ,JJ,acomp,is
85,Category 1: Risk,making,make,VERB,VBG,ROOT,making
85,Category 1: Risk,errors,error,NOUN,NNS,dobj,making
85,Category 1: Risk,projects,project,NOUN,NNS,pobj,in
85,Category 1: Risk,collaborate,collaborate,VERB,VB,ROOT,collaborate
85,Category 1: Risk,members,member,NOUN,NNS,pobj,with
85,Category 1: Risk,tasks,task,NOUN,NNS,pobj,on
85,Category 1: Risk,listen,listen,VERB,VB,conj,collaborate
85,Category 1: Risk,advice,advice,NOUN,NN,pobj,to
85,Category 1: Risk,good,good,ADJ,JJ,amod,asset
85,Category 1: Risk,asset,asset,NOUN,NN,attr,being
85,Category 1: Risk,firm,firm,NOUN,NN,pobj,for
83,Category 1: Risk,Broderick,broderick,PROPN,NNP,poss,work
83,Category 1: Risk,work,work,NOUN,NN,nsubj,was
83,Category 1: Risk,project,project,NOUN,NN,nsubj,was
83,Category 1: Risk,usable,usable,ADJ,JJ,acomp,was
83,Category 1: Risk,company,company,NOUN,NN,pobj,by
83,Category 1: Risk,low,low,ADJ,JJ,amod,quality
83,Category 1: Risk,quality,quality,NOUN,NN,pobj,to
83,Category 1: Risk,Unfortunately,unfortunately,ADV,RB,advmod,is
83,Category 1: Risk,ordinary,ordinary,ADJ,JJ,pobj,of
83,Category 1: Risk,Broderick,broderick,PROPN,NNP,pobj,for
83,Category 1: Risk,work,work,NOUN,NN,nsubj,is
83,Category 1: Risk,usually,usually,ADV,RB,advmod,is
83,Category 1: Risk,high,high,ADJ,JJ,amod,quality
83,Category 1: Risk,quality,quality,NOUN,NN,pobj,of
83,Category 1: Risk,project,project,NOUN,NN,nsubj,was
83,Category 1: Risk,busy,busy,ADJ,JJ,oprd,keep
83,Category 1: Risk,test,test,VERB,VB,conj,keep
83,Category 1: Risk,performance,performance,NOUN,NN,dobj,test
83,Category 1: Risk,potential,potential,NOUN,NN,conj,performance
83,Category 1: Risk,actually,actually,ADV,RB,advmod,use
83,Category 1: Risk,use,use,VERB,VB,advcl,test
83,Category 1: Risk,think,think,VERB,VB,ROOT,think
83,Category 1: Risk,Broderick,broderick,PROPN,NNP,nsubj,proved
83,Category 1: Risk,proved,prove,VERB,VBN,ccomp,think
83,Category 1: Risk,worth,worth,NOUN,NN,dobj,proved
83,Category 1: Risk,team,team,NOUN,NN,pobj,on
83,Category 1: Risk,certainly,certainly,ADV,RB,advmod,been
83,Category 1: Risk,long,long,ADV,RB,advmod,been
81,Category 1: Risk,nervous,nervous,ADJ,JJ,acomp,'m
81,Category 1: Risk,assigning,assign,VERB,VBG,advcl,'m
81,Category 1: Risk,Mackenzie,mackenzie,PROPN,NNP,dobj,assigning
81,Category 1: Risk,report,report,NOUN,NN,dobj,assigning
81,Category 1: Risk,turned,turn,VERB,VBN,advcl,find
81,Category 1: Risk,drafts,draft,NOUN,NNS,dobj,turned
81,Category 1: Risk,frequently,frequently,ADV,RB,advmod,find
81,Category 1: Risk,find,find,VERB,VBP,ROOT,find
81,Category 1: Risk,lot,lot,NOUN,NN,dobj,find
81,Category 1: Risk,glaring,glare,VERB,VBG,amod,typos
81,Category 1: Risk,typos,typo,NOUN,NNS,pobj,of
81,Category 1: Risk,miscalculations,miscalculation,NOUN,NNS,conj,typos
81,Category 1: Risk,easy,easy,ADJ,JJ,acomp,be
81,Category 1: Risk,catch,catch,VERB,VB,advcl,be
81,Category 1: Risk,proofreading,proofreading,NOUN,NN,dobj,did
81,Category 1: Risk,find,find,VERB,VBP,ROOT,find
81,Category 1: Risk,trust,trust,VERB,VB,ccomp,find
81,Category 1: Risk,turn,turn,VERB,VB,xcomp,trust
81,Category 1: Risk,work,work,NOUN,NN,dobj,turn
81,Category 1: Risk,clients,client,NOUN,NNS,pobj,into
81,Category 1: Risk,assigning,assign,VERB,VBG,pcomp,without
81,Category 1: Risk,colleagues,colleague,NOUN,NNS,dobj,assigning
81,Category 1: Risk,review,review,VERB,VB,xcomp,assigning
81,Category 1: Risk,waste,waste,NOUN,NN,attr,is
81,Category 1: Risk,resources,resource,NOUN,NNS,pobj,of
81,Category 1: Risk,worse,bad,ADJ,JJR,conj,waste
81,Category 1: Risk,care,care,VERB,VB,xcomp,seem
81,Category 1: Risk,making,make,VERB,VBG,pcomp,about
81,Category 1: Risk,improvements,improvement,NOUN,NNS,dobj,making
81,Category 1: Risk,moving,move,VERB,VBG,ccomp,see
81,Category 1: Risk,far,far,ADV,RB,advmod,moving
81,Category 1: Risk,organization,organization,NOUN,NN,pobj,in
80,Category 1: Risk,Mackenzie,mackenzie,NOUN,NN,nsubj,has
80,Category 1: Risk,trouble,trouble,NOUN,NN,dobj,has
80,Category 1: Risk,staying,stay,VERB,VBG,acl,trouble
80,Category 1: Risk,task,task,NOUN,NN,pobj,on
80,Category 1: Risk,completing,complete,VERB,VBG,conj,staying
80,Category 1: Risk,duties,duty,NOUN,NNS,dobj,completing
80,Category 1: Risk,liked,like,VERB,VBN,acomp,is
80,Category 1: Risk,coworkers,coworker,NOUN,NNS,pobj,by
80,Category 1: Risk,spends,spend,VERB,VBZ,conj,liked
80,Category 1: Risk,time,time,NOUN,NN,compound,socializing
80,Category 1: Risk,socializing,socialize,VERB,VBG,advcl,spends
80,Category 1: Risk,Mackenzie,mackenzie,PROPN,NNP,nsubj,seem
80,Category 1: Risk,advancing,advance,VERB,VBG,pcomp,about
80,Category 1: Risk,company,company,NOUN,NN,pobj,in
80,Category 1: Risk,needs,need,VERB,VBZ,ROOT,needs
80,Category 1: Risk,instruction,instruction,NOUN,NN,dobj,needs
80,Category 1: Risk,adequately,adequately,ADV,RB,advmod,complete
80,Category 1: Risk,complete,complete,VERB,VB,pcomp,on
80,Category 1: Risk,duties,duty,NOUN,NNS,dobj,complete
79,Category 1: Risk,Mackenzie,mackenzie,NOUN,NN,nsubj,is
79,Category 1: Risk,awful,awful,ADJ,JJ,amod,employee
79,Category 1: Risk,employee,employee,NOUN,NN,attr,is
79,Category 1: Risk,late,late,ADJ,JJ,acomp,'s
79,Category 1: Risk,produce,produce,VERB,VB,conj,'s
79,Category 1: Risk,quality,quality,NOUN,NN,compound,work
79,Category 1: Risk,work,work,NOUN,NN,dobj,produce
79,Category 1: Risk,work,work,VERB,VB,conj,produce
79,Category 1: Risk,constantly,constantly,ADV,RB,advmod,ignores
79,Category 1: Risk,ignores,ignore,VERB,VBZ,ROOT,ignores
79,Category 1: Risk,feedback,feedback,NOUN,NN,dobj,ignores
79,Category 1: Risk,supervisors,supervisor,NOUN,NNS,pobj,from
79,Category 1: Risk,shows,show,VERB,VBZ,conj,ignores
79,Category 1: Risk,desire,desire,NOUN,NN,dobj,shows
79,Category 1: Risk,learn,learn,VERB,VB,acl,desire
79,Category 1: Risk,improve,improve,VERB,VB,conj,learn
79,Category 1: Risk,worker,worker,NOUN,NN,attr,is
79,Category 1: Risk,likely,likely,ADV,RB,advmod,improve
79,Category 1: Risk,improve,improve,VERB,VB,relcl,worker
77,Category 1: Risk,Jalen,jalen,PROPN,NNP,compound,Summers
77,Category 1: Risk,Summers,summers,PROPN,NNPS,nsubj,fallen
77,Category 1: Risk,fallen,fall,VERB,VBN,ROOT,fallen
77,Category 1: Risk,short,short,ADJ,JJ,advmod,fallen
77,Category 1: Risk,companies,company,NOUN,NNS,pobj,of
77,Category 1: Risk,standards,standard,NOUN,NNS,pobj,of
77,Category 1: Risk,quarter,quarter,NOUN,NN,npadvmod,fallen
77,Category 1: Risk,work,work,NOUN,NN,pobj,of
77,Category 1: Risk,manages,manage,VERB,VBZ,relcl,amount
77,Category 1: Risk,actually,actually,ADV,RB,advmod,done
77,Category 1: Risk,substandard,substandard,ADJ,JJ,acomp,is
77,Category 1: Risk,needs,need,VERB,VBZ,conj,is
77,Category 1: Risk,constant,constant,ADJ,JJ,amod,holding
77,Category 1: Risk,hand,hand,NOUN,NN,compound,holding
77,Category 1: Risk,holding,holding,NOUN,NN,dobj,needs
77,Category 1: Risk,Having,have,VERB,VBG,csubj,means
77,Category 1: Risk,office,office,NOUN,NN,pobj,in
77,Category 1: Risk,means,mean,VERB,VBZ,ROOT,means
77,Category 1: Risk,somebody,somebody,PRON,NN,nsubj,have
77,Category 1: Risk,point,point,NOUN,NN,pobj,at
77,Category 1: Risk,likely,likely,ADV,RB,advmod,have
77,Category 1: Risk,sacrifice,sacrifice,VERB,VB,xcomp,have
77,Category 1: Risk,time,time,NOUN,NN,dobj,sacrifice
77,Category 1: Risk,helping,help,VERB,VBG,advcl,sacrifice
77,Category 1: Risk,figure,figure,VERB,VB,ccomp,helping
77,Category 1: Risk,able,able,ADJ,JJ,acomp,be
77,Category 1: Risk,risk,risk,NOUN,NN,attr,is
77,Category 1: Risk,organization,organization,NOUN,NN,pobj,to
